page,path,title,title_len,description,desc_len,keywords,has_keywords,title_status,desc_status
blog-zapchasti-listogibov.html,..\24stanki\blog-zapchasti-listogibov.html,Запчасти для листогибов в Москве - оригинал и аналоги 2026 | 24stanki.ru,72,Каталог запчастей для листогибов. Оригинальные компоненты и качественные аналоги. Доставка по Москве и РФ. Звоните 8 (993) 908-98-37,132,"запчасти для листогибов, запчасти листогибов москва, оригинальные запчасти, аналоги запчастей",True,OK,OK
blog.html,..\24stanki\blog.html,Блог о ремонте промышленного оборудования | 24stanki.ru,55,"Полезные статьи по ремонту листогибов, гильотин, ЧПУ станков. Инструкции, цены, советы экспертов. Звоните 8 (993) 908-98-37",123,"ремонт листогибов статья, обслуживание гильотин инструкция, ремонт ЧПУ станков, советы по ремонту оборудования, диагностика станков",True,OK,OK
google1e0151116e608a2e.html,..\24stanki\google1e0151116e608a2e.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
index.html,..\24stanki\index.html,Ремонт станков в Москве | 24stanki.ru - Экспертный сервис,57,"Экспертный ремонт металлообрабатывающего оборудования в Москве и по России. Диагностика станков, замена запчастей, пуско-наладочные работы. Срочный выезд 24/7. Гарантия качества.",178,"ремонт металлообрабатывающего оборудования, диагностика станков, замена запчастей, пуско-наладочные работы, ремонт в Москве, сервис станков по России, ремонт листогибов, ремонт гильотин",True,OK,OK
kakoj-stanok-vybrat-dlya-proizvodstva.html,..\24stanki\kakoj-stanok-vybrat-dlya-proizvodstva.html,Какой станок выбрать для производства: руководство 2025 | 24stanki.ru,69,"Полное руководство по выбору станков для производства: типы оборудования, критерии выбора, бюджет, отраслевые особенности. Экспертные советы 2025 года.",151,"какой станок выбрать для производства, выбор станков для бизнеса, типы станков для производства, приобретение станочного оборудования, ремонт станков",True,OK,OK
preview.html,..\24stanki\preview.html,24stanki.ru - Экспертный сервис,31,,0,,False,TOO_SHORT,TOO_SHORT
remont-gilotin-ekaterinburg.html,..\24stanki\remont-gilotin-ekaterinburg.html,"Ремонт гильотин в Екатеринбурге - цены 2025, выезд 24/7 | 24stanki.ru",69,Профессиональный ремонт гильотин в Екатеринбурге от 18 000 ₽. Выезд мастера в день обращения. Ремонт всех марок. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37,152,"ремонт гильотин Екатеринбурге, ремонт гильотин цена Екатеринбурге, выезд мастера на ремонт гильотин Екатеринбурге, сервис гильотин Екатеринбурге",True,OK,OK
remont-gilotin-moskva.html,..\24stanki\remont-gilotin-moskva.html,"Ремонт гильотин в Москве - цены 2025, выезд 24/7 | 24stanki.ru",62,"Профессиональный ремонт гильотин в Москве от 15 000 ₽. Выезд мастера в день обращения. Ремонт Polar, IDEAL, Braun, МГР, QZ. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",163,"ремонт гильотин Москва, ремонт гильотин цена Москва, выезд мастера на ремонт гильотины, сервис гильотин Москва, ремонт Polar Москва, ремонт IDEAL Москва",True,OK,OK
remont-gilotin-novosibirsk.html,..\24stanki\remont-gilotin-novosibirsk.html,"Ремонт гильотин в Новосибирске - цены 2025, выезд 24/7 | 24stanki.ru",68,Профессиональный ремонт гильотин в Новосибирске от 20 000 ₽. Выезд мастера в день обращения. Ремонт всех марок. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37,151,"ремонт гильотин Новосибирске, ремонт гильотин цена Новосибирске, выезд мастера на ремонт гильотин Новосибирске, сервис гильотин Новосибирске",True,OK,OK
remont-gilotin-spb.html,..\24stanki\remont-gilotin-spb.html,"Ремонт гильотин в Санкт-Петербурге - цены 2025, выезд 24/7 | 24stanki.ru",72,"Профессиональный ремонт гильотин в Санкт-Петербурге от 18 000 ₽. Выезд мастера в день обращения. Ремонт Polar, IDEAL, Braun, МГР, QZ. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",173,"ремонт гильотин Санкт-Петербург, ремонт гильотин цена СПб, выезд мастера на ремонт гильотины СПб, сервис гильотин Санкт-Петербург, ремонт Polar СПб, ремонт IDEAL СПб",True,OK,OK
remont-gilotin.html,..\24stanki\remont-gilotin.html,"Ремонт гильотин в Москве - цены 2025, ремонт Polar, IDEAL, МГР | 24stanki.ru",76,"Ремонт гильотин в Москве от 15 000 ₽. Экспертный ремонт Polar, IDEAL, Braun, МГР, QZ. Замена ножей, настройка, диагностика. Выезд 24/7. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",175,"ремонт гильотин Москва, ремонт гильотин цена, ремонт Polar, ремонт IDEAL, замена ножей гильотины, диагностика гильотины, ремонт гильотинных ножниц, обслуживание гильотин",True,OK,OK
remont-lentochnyh-pil.html,..\24stanki\remont-lentochnyh-pil.html,"Ремонт ленточных пил в Москве - цены 2025, ремонт Amada, MultiTek, Kasto | 24stanki.ru",86,"Ремонт ленточных пил в Москве от 15 000 ₽. Экспертный ремонт Amada, MultiTek, Kasto, Энтерomonas, Baldor. Замена пильного полотна, настройка, diagnostics. Выезд 24/7. Гаranтия 6 месяцев. ☎ 8 (993) 908-98-37",206,"ремонт ленточных пил Москва, ремонт ленточных пил цена, ремонт Amada, ремонт MultiTek, замена пильного полотна, диагностика ленточных пил, обслуживание ленточных пил, ремонт пил по металлу",True,OK,OK
remont-listogibov-ekaterinburg.html,..\24stanki\remont-listogibov-ekaterinburg.html,"Ремонт листогибов в Екатеринбурге - цены 2025, выезд 24/7 | 24stanki.ru",71,Профессиональный ремонт листогибов в Екатеринбурге от 18 000 ₽. Выезд мастера в день обращения. Ремонт всех марок. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37,154,"ремонт листогибов Екатеринбурге, ремонт листогибов цена Екатеринбурге, выезд мастера на ремонт листогибов Екатеринбурге, сервис листогибов Екатеринбурге",True,OK,OK
remont-listogibov-moskva.html,..\24stanki\remont-listogibov-moskva.html,"Ремонт листогибов в Москве - цены 2025, выезд 24/7 | 24stanki.ru",64,"Профессиональный ремонт листогибов в Москве от 15 000 ₽. Выезд мастера в день обращения. Ремонт LVD, Trumpf, Amada. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",155,"ремонт листогибов Москва, ремонт листогибов цена Москва, выезд мастера на ремонт листогиба, сервис листогибов Москва, ремонт LVD Москва, ремонт Trumpf Москва",True,OK,OK
remont-listogibov-novosibirsk.html,..\24stanki\remont-listogibov-novosibirsk.html,"Ремонт листогибов в Новосибирске - цены 2025, выезд 24/7 | 24stanki.ru",70,Профессиональный ремонт листогибов в Новосибирске от 20 000 ₽. Выезд мастера в день обращения. Ремонт всех марок. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37,153,"ремонт листогибов Новосибирске, ремонт листогибов цена Новосибирске, выезд мастера на ремонт листогибов Новосибирске, сервис листогибов Новосибирске",True,OK,OK
remont-listogibov-spb.html,..\24stanki\remont-listogibov-spb.html,"Ремонт листогибов в Санкт-Петербурге - цены 2025, выезд 24/7 | 24stanki.ru",74,"Профессиональный ремонт листогибов в Санкт-Петербурге от 18 000 ₽. Выезд мастера в день обращения. Ремонт LVD, Trumpf, Amada. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",165,"ремонт листогибов Санкт-Петербург, ремонт листогибов цена СПб, выезд мастера на ремонт листогиба СПб, сервис листогибов Санкт-Петербург, ремонт LVD СПб, ремонт Trumpf СПб",True,OK,OK
remont-listogibov.html,..\24stanki\remont-listogibov.html,"Ремонт листогибов в Москве - цены 2025, ремонт LVD, Trumpf, Amada | 24stanki.ru",79,"Ремонт листогибов в Москве и по России от 15 000 ₽. Экспертный ремонт LVD, Trumpf, Amada, Салют-Ком. Диагностика, замена запчастей, настройка. Выезд 24/7. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",194,"ремонт листогибов Москва, ремонт листогибов цена, ремонт LVD, ремонт Trumpf, ремонт Amada, обслуживание листогибов, диагностика листогиба, замена запчастей листогиб, ремонт металлообрабатывающего оборудования",True,OK,OK
remont-profilgebiv.html,..\24stanki\remont-profilgebiv.html,"Ремонт профилегибов в Москве - цены 2025, ремонт WEK, Beiser, Comac | 24stanki.ru",81,"Ремонт профилегибов в Москве от 15 000 ₽. Экспертный ремонт WEK, Beiser, Comac, BKT, Пром Авто. Замена вальцов, настройка, диагностика. Выезд 24/7. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",187,"ремонт профилегибов Москва, ремонт профилегибов цена, ремонт WEK, ремонт Beiser, замена вальцов, настройка профилегиба, диагностика профилегибов, ремонт гибочного оборудования",True,OK,OK
remont-stankov-chpu.html,..\24stanki\remont-stankov-chpu.html,"Ремонт станков ЧПУ в Москве | Диагностика, обслуживание, пуско-наладочные работы",80,"Экспертный ремонт станков с ЧПУ в Москве и по России. Диагностика, обслуживание, пуско-наладочные работы. Гарантия качества.",124,"ремонт станков ЧПУ, диагностика ЧПУ, обслуживание станков с ЧПУ, пуско-наладочные работы, ремонт в Москве, сервис станков по России",True,OK,OK
remont-trubogibov-ekaterinburg.html,..\24stanki\remont-trubogibov-ekaterinburg.html,"Ремонт трубогибов в Екатеринбурге - цены 2025, выезд 24/7 | 24stanki.ru",71,Профессиональный ремонт трубогибов в Екатеринбурге от 18 000 ₽. Выезд мастера в день обращения. Ремонт всех марок. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37,154,"ремонт трубогибов Екатеринбурге, ремонт трубогибов цена Екатеринбурге, выезд мастера на ремонт трубогибов Екатеринбурге, сервис трубогибов Екатеринбурге",True,OK,OK
remont-trubogibov-moskva.html,..\24stanki\remont-trubogibov-moskva.html,"Ремонт трубогибов в Москве - цены 2025, выезд 24/7 | 24stanki.ru",64,"Профессиональный ремонт трубогибов в Москве от 15 000 ₽. Выезд мастера в день обращения. Ремонт BLM, Adige, Atasi, Transfluid, Cucci. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",173,"ремонт трубогибов Москва, ремонт трубогибов цена Москва, выезд мастера на ремонт трубогиба, сервис трубогибов Москва, ремонт BLM Москва, ремонт Adige Москва",True,OK,OK
remont-trubogibov-novosibirsk.html,..\24stanki\remont-trubogibov-novosibirsk.html,"Ремонт трубогибов в Новосибирске - цены 2025, выезд 24/7 | 24stanki.ru",70,Профессиональный ремонт трубогибов в Новосибирске от 20 000 ₽. Выезд мастера в день обращения. Ремонт всех марок. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37,153,"ремонт трубогибов Новосибирске, ремонт трубогибов цена Новосибирске, выезд мастера на ремонт трубогибов Новосибирске, сервис трубогибов Новосибирске",True,OK,OK
remont-trubogibov-spb.html,..\24stanki\remont-trubogibov-spb.html,"Ремонт трубогибов в Санкт-Петербурге - цены 2025, выезд 24/7 | 24stanki.ru",74,"Профессиональный ремонт трубогибов в Санкт-Петербурге от 18 000 ₽. Выезд мастера в день обращения. Ремонт BLM, Adige, Atasi, Transfluid, Cucci. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",183,"ремонт трубогибов Санкт-Петербург, ремонт трубогибов цена СПб, выезд мастера на ремонт трубогиба СПб, сервис трубогибов Санкт-Петербург, ремонт BLM СПб, ремонт Adige СПб",True,OK,OK
remont-trubogibov.html,..\24stanki\remont-trubogibov.html,"Ремонт трубогибов в Москве - цены 2025, ремонт BLM, Adige, Atasi | 24stanki.ru",78,"Ремонт трубогибов в Москве от 15 000 ₽. Экспертный ремонт BLM, Adige, Atasi, Transfluid, Cucci. Замена вальцов, настройка, диагностика. Выезд 24/7. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",187,"ремонт трубогибов Москва, ремонт трубогибов цена, ремонт BLM, ремонт Adige, замена вальцов, настройка трубогиба, диагностика трубогибов, ремонт гибочного оборудования",True,OK,OK
remont-valtsev.html,..\24stanki\remont-valtsev.html,"Ремонт вальцевых станков в Москве - цены 2025, ремонт Mogul,ЧПУ, вальцовки | 24stanki.ru",88,"Ремонт вальцевых станков в Москве от 15 000 ₽. Экспертный ремонт Mogul, Пластма, Э efficient, Калибр. Замена вальцов, настройка, диагностика. Выезд 24/7. Гарантия 6 месяцев. ☎ 8 (993) 908-98-37",193,"ремонт вальцевых станков Москва, ремонт вальцовок, замена вальцов, настройка вальцевого станка, диагностика вальцов, ремонт Mogul, ремонт Пластма",True,OK,OK
sravnenie-listogibov-i-gilotin.html,..\24stanki\sravnenie-listogibov-i-gilotin.html,Сравнение листогибов и гильотин: что выбрать для производства? 2025 | 24stanki.ru,81,"Подробное сравнение листогибов и гильотин: принципы работы, сферы применения, цены, плюсы и минусы. Поможем выбрать оборудование для вашего производства.",153,"сравнение листогибов и гильотин, листогиб или гильотина, чем отличается листогиб от гильотины, выбор листогиба или гильотины, ремонт листогибов, ремонт гильотин",True,OK,OK
sravnenie-trubogibov-i-profilgebiv.html,..\24stanki\sravnenie-trubogibov-i-profilgebiv.html,Сравнение трубогибов и профилегибов: что выбрать? 2025 | 24stanki.ru,68,"Подробное сравнение трубогибов и профилегибов: принципы работы, сферы применения, цены, технические характеристики. Поможем выбрать оборудование для производства.",162,"сравнение трубогибов и профилегибов, трубогиб или профилегиб, чем отличается трубогиб от профилегиба, выбор трубогиба или профилегиба, ремонт трубогибов, ремонт профилегибов",True,OK,OK
top-10-luchshih-markov-stankov-2025.html,..\24stanki\top-10-luchshih-markov-stankov-2025.html,Топ-10 лучших марок станков 2025: рейтинг и обзор | 24stanki.ru,63,"Рейтинг топ-10 лучших марок станков 2025 года: гидравлические, механические, ЧПУ станки. Обзор ведущих производителей: Trumpf, Amada, LVD, Boschert, Mazak, Okuma, DMG Mori, Haas, Doosan, Fanuc.",193,"топ марок станков 2025, лучшие марки станков, рейтинг станков, Trumpf станки, Amada станки, LVD станки, ремонт станков всех марок",True,OK,OK
uslugi.html,..\24stanki\uslugi.html,"Ремонт и обслуживание промышленного оборудования по России | Диагностика станков, замена запчастей",98,"Полный спектр услуг по ремонту металлообрабатывающего оборудования в Москве и по России. Диагностика станков, замена запчастей, пуско-наладочные работы. Срочный выезд 24/7. Гарантия качества.",191,"ремонт металлообрабатывающего оборудования, диагностика станков, замена запчастей, пуско-наладочные работы, ремонт в Москве, сервис станков по России, ремонт листогибов, ремонт гильотин",True,OK,OK
yandex_32e5528f50fd0785.html,..\24stanki\yandex_32e5528f50fd0785.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
xref-main.html,..\aerohockey\build\main\xref-main.html,"modulegraph cross reference for main.py, pyi_rth_inspect.py, pyi_rth_multiprocessing.py, pyi_rth_pkgres.py, pyi_rth_pkgutil.py",126,,0,,False,OK,TOO_SHORT
xref-alice_2.html,..\alice_kivy\build\alice_2\xref-alice_2.html,"modulegraph cross reference for alice_2.py, pyi_rth__tkinter.py, pyi_rth_inspect.py, pyi_rth_multiprocessing.py, pyi_rth_pkgres.py, pyi_rth_pkgutil.py",150,,0,,False,OK,TOO_SHORT
index.html,..\base_test\.venv\Lib\site-packages\coverage\htmlfiles\index.html,{{ title|escape }},18,,0,,False,TOO_SHORT,TOO_SHORT
pyfile.html,..\base_test\.venv\Lib\site-packages\coverage\htmlfiles\pyfile.html,Coverage for {{relative_filename|escape}}: {{nums.pc_covered_str}}%,67,,0,,False,OK,TOO_SHORT
class_index.html,..\base_test\coverage_report\class_index.html,Coverage report,15,,0,,False,TOO_SHORT,TOO_SHORT
function_index.html,..\base_test\coverage_report\function_index.html,Coverage report,15,,0,,False,TOO_SHORT,TOO_SHORT
index.html,..\base_test\coverage_report\index.html,Coverage report,15,,0,,False,TOO_SHORT,TOO_SHORT
z_145eef247bfb46b6_count_ones_in_segment_py.html,..\base_test\coverage_report\z_145eef247bfb46b6_count_ones_in_segment_py.html,Coverage for src\count_ones_in_segment.py: 100%,47,,0,,False,TOO_SHORT,TOO_SHORT
z_145eef247bfb46b6___init___py.html,..\base_test\coverage_report\z_145eef247bfb46b6___init___py.html,Coverage for src\__init__.py: 100%,34,,0,,False,TOO_SHORT,TOO_SHORT
myuses.html,..\cad2sim_global\myuses.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
xref-main.html,..\cad2sim_global\build\main\xref-main.html,"modulegraph cross reference for main.py, pyi_rth__tkinter.py, pyi_rth_inspect.py, pyi_rth_mplconfig.py, pyi_rth_multiprocessing.py, pyi_rth_pkgres.py, pyi_rth_pkgutil.py, pyi_rth_pyqt5.py, pyi_rth_pythoncom.py, pyi_rth_pywintypes.py, pyi_rth_setuptools.py, pyi_rth_traitlets.py, pyi_rth_win32comgenpy.py",303,,0,,False,TOO_LONG,TOO_SHORT
xref-main.html,..\cad2sim_global_maze\build\main\xref-main.html,"modulegraph cross reference for main.py, pyi_rth__tkinter.py, pyi_rth_inspect.py, pyi_rth_mplconfig.py, pyi_rth_multiprocessing.py, pyi_rth_pkgres.py, pyi_rth_pkgutil.py, pyi_rth_pyqt5.py, pyi_rth_pythoncom.py, pyi_rth_pywintypes.py, pyi_rth_setuptools.py, pyi_rth_traitlets.py, pyi_rth_win32comgenpy.py",303,,0,,False,TOO_LONG,TOO_SHORT
xref-main.html,..\col_parametrs\build\main\xref-main.html,"modulegraph cross reference for main.py, pyi_rth_inspect.py, pyi_rth_multiprocessing.py, pyi_rth_pkgres.py, pyi_rth_pkgutil.py",126,,0,,False,OK,TOO_SHORT
xref-compare_2_list.html,..\compare\build\compare_2_list\xref-compare_2_list.html,"modulegraph cross reference for compare_2_list.py, pyi_rth_inspect.py",69,,0,,False,OK,TOO_SHORT
xref-main.html,..\compare\build\main\xref-main.html,"modulegraph cross reference for main.py, pyi_rth_inspect.py",59,,0,,False,OK,TOO_SHORT
classes.html,..\fast_mode\classes.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
packages.html,..\fast_mode\packages.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
external.html,..\fast_mode\.venv\Lib\site-packages\setuptools\tests\indexes\test_links_priority\external.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
index.html,..\fast_mode\.venv\Lib\site-packages\setuptools\tests\indexes\test_links_priority\simple\foobar\index.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
xref-main.html,..\fast_mode\build\main\xref-main.html,"modulegraph cross reference for main.py, pyi_rth__tkinter.py, pyi_rth_inspect.py",80,,0,,False,OK,TOO_SHORT
external.html,..\frames_KK\.venv\Lib\site-packages\setuptools\tests\indexes\test_links_priority\external.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
index.html,..\frames_KK\.venv\Lib\site-packages\setuptools\tests\indexes\test_links_priority\simple\foobar\index.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
xref-main.html,..\frames_KK\build\main\xref-main.html,"modulegraph cross reference for main.py, pyi_rth_inspect.py, pyi_rth_multiprocessing.py, pyi_rth_pkgres.py, pyi_rth_pkgutil.py, pyi_rth_setuptools.py",149,,0,,False,OK,TOO_SHORT
external.html,..\GOSTy_AI\.venv\Lib\site-packages\setuptools\tests\indexes\test_links_priority\external.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
index.html,..\GOSTy_AI\.venv\Lib\site-packages\setuptools\tests\indexes\test_links_priority\simple\foobar\index.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
skeleton.html,..\GOSTy_AI\.venv\Lib\site-packages\torch\utils\model_dump\skeleton.html,TorchScript Model,17,,0,,False,TOO_SHORT,TOO_SHORT
404.html,..\GOSTy_AI\static\404.html,Страница не найдена - GOSTy,27,Страница не найдена. Вернитесь на главную страницу GOSTy или воспользуйтесь поиском для проверки документов на соответствие ГОСТ.,129,,False,TOO_SHORT,OK
ai-analysis.html,..\GOSTy_AI\static\ai-analysis.html,Интеллектуальный анализ текста | GOSTy,38,"Интеллектуальный анализ текста с помощью технологий искусственного интеллекта - проверка на соответствие деловому стилю, однозначность и когнитивную нагрузку",157,"искусственный интеллект, анализ текста, деловой стиль, когнитивное восприятие, однозначность, проверка документов, ИИ",True,TOO_SHORT,OK
ai-future-normcontrol.html,..\GOSTy_AI\static\ai-future-normcontrol.html,ИИ для нормоконтроля: будущее проверки документов уже здесь | GOSTy,67,"Как искусственный интеллект революционизирует нормоконтроль. ИИ для проверки документов на ГОСТ, автоматизация нормоконтроля, будущее документооборота.",151,"ии для нормоконтроля, искусственный интеллект проверка документов, автоматизация нормоконтроля, ИИ ГОСТ, будущее документооборота",True,OK,OK
automatic-document-check.html,..\GOSTy_AI\static\automatic-document-check.html,Автоматическая проверка документов: революция в нормоконтроле 2025 | GOSTy,74,"Автоматическая проверка документов на соответствие ГОСТ с помощью ИИ. Программы для проверки документов, сервисы онлайн проверки. Полное руководство 2025.",154,"автоматическая проверка документов, программа для проверки документов, проверка документа на соответствие гост онлайн, автоматическая проверка документов docx",True,OK,OK
bibliography-gost.html,..\GOSTy_AI\static\bibliography-gost.html,Оформление списка литературы по ГОСТ 7.1-2003 - Примеры и правила | GOSTy,73,"Правила оформления библиографического списка по ГОСТ 7.1-2003. Примеры оформления книг, статей, интернет-ресурсов, диссертаций.",127,"список литературы ГОСТ, библиография ГОСТ 7.1-2003, оформление источников, библиографическое описание",True,OK,OK
check.html,..\GOSTy_AI\static\check.html,Проверка документа на соответствие ГОСТ онлайн - Автоматический нормоконтроль | GOSTy,85,Проверьте документ на соответствие ГОСТ онлайн за 2 минуты. Автоматическая проверка документов DOCX на нормоконтроль. Бесплатно и быстро.,137,"проверка документа на соответствие гост онлайн, проверка документов программа, автоматическая проверка документов docx, нормоконтроль онлайн",True,OK,OK
colloboration.html,..\GOSTy_AI\static\colloboration.html,GOSTy - Сотрудничество,22,"Сотрудничество с сервисом GOSTy. Узнайте о нашей бизнес-модели, возможностях интеграции и экономической эффективности внедрения системы.",136,"нормоконтроль, сотрудничество, интеграция, проверка ГОСТ, B2B, автоматическая проверка, бизнес-модель",True,TOO_SHORT,OK
diploma-formatting.html,..\GOSTy_AI\static\diploma-formatting.html,Оформление дипломной работы по ГОСТ 2025 - Требования и примеры | GOSTy,71,"Полное руководство по оформлению дипломной работы по ГОСТ 7.32-2017. Титульный лист, содержание, введение, заключение, список литературы - все требования с примерами.",166,"оформление дипломной работы, ГОСТ дипломная работа, титульный лист диплома, содержание диплома, введение дипломной работы, заключение диплома, список литературы диплом",True,OK,OK
faq.html,..\GOSTy_AI\static\faq.html,Часто задаваемые вопросы о ГОСТ и нормконтроле документов | GOSTy,65,"Ответы на популярные вопросы об оформлении документов по ГОСТ. Требования к шрифтам, полям, нумерации, библиографии.",116,"FAQ ГОСТ, вопросы оформление документов, помощь ГОСТ, консультации по оформлению, нормконтроль вопросы",True,OK,TOO_SHORT
google1e0151116e608a2e.html,..\GOSTy_AI\static\google1e0151116e608a2e.html,,0,,0,,False,TOO_SHORT,TOO_SHORT
gost-requirements.html,..\GOSTy_AI\static\gost-requirements.html,Требования ГОСТ к оформлению документов - Полное руководство | GOSTy,68,"Подробное руководство по требованиям ГОСТ 7.32-2017, ГОСТ 2.105-95 к оформлению документов. Шрифты, отступы, заголовки, таблицы, рисунки - все требования в одном месте.",168,"ГОСТ 7.32-2017, ГОСТ 2.105-95, требования к оформлению, шрифт Times New Roman, отступы, заголовки, нумерация страниц, оформление таблиц",True,OK,OK
index.html,..\GOSTy_AI\static\index.html,GOSTy - Автоматическая проверка документов на ГОСТ | ИИ нормоконтроль 2025,74,"Автоматическая проверка документов на ГОСТ с помощью ИИ. Проверьте диплом, курсовую за 2 минуты. Программа для проверки документов онлайн. Бесплатно!",149,"нормоконтроль, нормконтроль, проверка ГОСТ, оформление документов, автоматическая проверка, ГОСТ 2.105-2019, ГОСТ 7.32-2017, диссертация, курсовая, диплом",True,OK,OK
